,calories,carbs,description,fat,ingredients,protein,rating,reviews,title
228,701kcal,55.1g,&#34;I have been working on this chili recipe for years now.  I think it's almost there.  It is involved but worth the experience.  Serve in a bowl topped with cheese or as a dip with corn chips.  Enjoy.&#34;,26.6g,"['2 pounds beef tip', '1 (18 ounce) bottle barbeque sauce', '1 large onion, chopped', '1 large green bell pepper, diced', '2 tablespoons diced habanero pepper', '2 pepperoncini, diced', '1 tablespoon diced serrano pepper', '1 tablespoon diced fresh cayenne pepper', '1 tablespoon diced pequin chile pepper', '2 tablespoons diced jalapeno chile pepper', '1 teaspoon crushed red pepper flakes', '1 teaspoon ground cumin', '1 teaspoon paprika', '1 teaspoon dried oregano', '3 tablespoons chili powder', '2 pounds ground beef', '1 (14.5 ounce) can crushed tomatoes', '1 (15 ounce) can pinto beans, drained']",59.8g,4.94,12,DB's Seven Pepper Chili Recipe - Allrecipes.com
229,532kcal,65.3g,&#34;Thick and spicy chili. Coffee and beer give this chili a unique and dynamite flavor. Garnish with shredded cheese and diced chile peppers.&#34;,16.1g,"['2 tablespoons vegetable oil', '2 onions, chopped', '3 cloves garlic, minced', '1 pound ground beef', '3/4 pound beef sirloin, cubed', '1 (14.5 ounce) can peeled and diced tomatoes with juice', '1 (12 fluid ounce) can or bottle dark beer', '1 cup strong brewed coffee', '2 (6 ounce) cans tomato paste', '1 (14 ounce) can beef broth', '1/2 cup packed brown sugar', '3 1/2 tablespoons chili powder', '1 tablespoon cumin seeds', '1 tablespoon unsweetened cocoa powder', '1 teaspoon dried oregano', '1 teaspoon ground cayenne pepper', '1 teaspoon ground coriander', '1 teaspoon salt', '4 (15 ounce) cans kidney beans', '4 fresh hot chile peppers, seeded and chopped']",32.4g,4.64,1240,Chili I Recipe - Allrecipes.com
230,290kcal,41.1g,"&#34;This is the best chili recipe ever! My friend Kelly taught me how to make it, hence the name. My younger brother loves this recipe so much he makes me make it every two weeks.&#34;",6.9g,"['1 tablespoon vegetable oil', '1 pound skinless, boneless chicken meat, cut into bite-size pieces', '2 (14.5 ounce) cans diced tomatoes', '2 (15 ounce) cans light red kidney beans, drained, liquid reserved', '2 onions, chopped', '3 potatoes, peeled and chopped', '3 tablespoons chili powder', 'salt to taste', '1 tablespoon ground black pepper', '3/4 cup fresh corn kernels']",17.1g,4.46,11,Kelly's Chili Recipe - Allrecipes.com
231,294kcal,28.3g,"&#34;This chili is a healthier version of your traditional chili. But don't let the idea of healthy scare you away! This chili packs in the fresh flavors of peppers, cumin, and cilantro all combined into one amazing dish. Or as my fiancee would describe it, 'super-good'. Have fun with this recipe. Spice it up or simmer it down. Just have fun in the kitchen!&#34;",9.6g,"['1 tablespoon olive oil', '1 onion, chopped', '3 stalks celery, diced', '3 poblano peppers, seeded and chopped', '2 cloves garlic, minced', '1 1/4 teaspoons ground cumin', '1/2 teaspoon ground coriander', '1/2 teaspoon cayenne pepper, or to taste', '1 1/2 pounds ground turkey', '4 cups chicken broth', '2 (15 ounce) cans cannellini beans, drained and rinsed', '3/4 teaspoon dried oregano', '1 (15.5 ounce) can hominy', '1 teaspoon salt']",23.3g,4.67,3,Yummy White Bean Chili Recipe - Allrecipes.com
232,160kcal,24.8g,"&#34;Vegetarian chili created for cold Chicago-land Fridays in Lent. Good by itself or served on rice or noodles, with crusty bread or cornbread, and topped with sour cream and/or Cheddar cheese.&#34;",4.7g,"['2 cubes vegetable bouillon, crumbled', '1 tablespoon ground cumin', '1 clove garlic, minced', '2 teaspoons chili powder', '1 teaspoon ground turmeric', '1 teaspoon dried oregano', '1 teaspoon dried basil', '1 teaspoon ground red pepper', '1 cup water', '1 (15 ounce) can black beans, rinsed and drained', '1 (15 ounce) can dark red kidney beans, drained and rinsed', '1 (15 ounce) can vegetarian baked beans', '1 (14.5 ounce) can diced tomatoes', '1 onion, diced', '2 stalks celery, diced', '1 cup diced carrot', '1 cup fresh green beans, trimmed and cut into 3/4-inch pieces', '1 cup coconut milk (optional)']",7.1g,4.67,3,Slow Cooker Vegetarian Chili Recipe - Allrecipes.com
233,298kcal,28.1g,"&#34;A light, spicy soup that is great in any season. I hope you enjoy this recipe; my family sure does! For spicier tastes, add more cayenne or your favorite hot sauce. Serve with crackers, cheddar cheese, or sour cream.&#34;",6.6g,"['2 tablespoons vegetable oil, or to taste', '2 pounds skinless, boneless chicken breast, cut into cubes', '1 green bell pepper, diced', '1 small onion, diced', '2 jalapeno peppers, minced', '2 cloves garlic, minced', '1 quart chicken broth', '1 (8 ounce) jar salsa', '2 teaspoons chili powder', '2 teaspoons ground cumin', '1 teaspoon salt', '1 teaspoon ground black pepper', '1/2 teaspoon paprika', '1/4 teaspoon cayenne pepper', '2 (15.5 ounce) cans white (cannellini) beans, drained and rinsed', '1/4 cup fresh cilantro']",31.4g,4.83,5,Chicken and White Bean Chili Recipe - Allrecipes.com
234,312kcal,43.4g,"&#34;The coconut, curry, and mango chutney really put the flavor in this one. I put this together one night with what I had, and loved the results. It tastes better the next day, just like most chili. This freezes well. Seriously, you have to try it.  Serve by itself, with rice, and/or with naan bread.&#34;",9.7g,"['1/2 pound ground turkey', '2 (10.75 ounce) cans tomato soup', '1 1/4 cups water', '1 tablespoon minced garlic', '1 (15 ounce) can chickpeas (garbanzo beans), drained and rinsed', '1 (15 ounce) can red kidney beans, drained and rinsed', '1/2 cup chopped carrot', '1/4 cup mango chutney', '3 tablespoons curry powder', '1 teaspoon onion powder', 'salt and ground black pepper to taste', '1/2 cup coconut milk, divided']",16.4g,4.71,65,Coconut Curry Chili Recipe - Allrecipes.com
235,178kcal,27.8g,"&#34;Throw summer's fresh vegetables into a pot and stew them up for an antioxidant-packed, Southwestern-flavored treat. Black beans also have fiber, folic acid and cholesterol-lowering activity.&#34;",5.8g,"['2 tablespoons extra-virgin olive oil', '1 cup chopped red onion', '5 large cloves garlic, crushed or minced', '2 tablespoons chili powder, or more to taste', '2 teaspoons ground cumin', '2 cups juicy chopped fresh tomatoes', '1 (15 ounce) can no-salt-added black beans, drained', '1 cup water (or red wine)', '1 cup chopped bell pepper (any color)', '1 cup chopped zucchini', '1 cup corn kernels', '1 cup chopped white or portobello mushrooms', '1 cup chopped fresh cilantro, packed', '1/8 teaspoon cayenne pepper, or more to taste', 'Salt and freshly ground black pepper, to taste']",7.1g,4.53,49,Summer Vegetarian Chili Recipe - Allrecipes.com
236,567kcal,85.3g,"&#34;I wanted to make a delicious Crockpot&#174; chili that didn't take an hour to prepare. This one, you just open cans and dump them in! You can let this cook all day or it's ready after a couple of hours.&#34;",11.8g,"['1 pound ground beef', '6 cloves garlic, finely chopped - or more to taste', '2 tablespoons dried oregano', '2 teaspoons chili powder', '1 tablespoon dried basil', '2 (15 ounce) cans light red kidney beans, drained and rinsed', '2 (15 ounce) cans dark red kidney beans, drained and rinsed', '3 (14.5 ounce) cans diced tomatoes', '2 (15 ounce) cans corn', '3 tablespoons white sugar', 'salt and ground black pepper to taste']",33.8g,4.49,29,Easy Sweet Chili Recipe - Allrecipes.com
237,533kcal,41.7g,&#34;A combination between white chili and jerk chicken.  Use milder chiles to prevent it from being too hot. Serve over corn or tortilla chips and add sour cream if desired.&#34;,29.6g,"['2 tablespoons vegetable oil', '1 1/2 pounds chicken meat, cut into chunks', 'salt and black pepper to taste', '1 onion, chopped', '1 jalapeno pepper, seeded and minced', '3 cloves garlic, minced', '2 teaspoons ground cumin', '1 teaspoon dried thyme leaves', '1 teaspoon rubbed dried sage', '1 teaspoon dried oregano', '1 tablespoon ground allspice', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground nutmeg', '1/2 teaspoon cayenne pepper, or to taste', '1/2 teaspoon salt', '1/4 teaspoon ground cloves', '2 limes, juiced', '1 (4 ounce) can chopped green chilies', '1 (32 ounce) carton chicken broth', '3 (15.5 ounce) cans white beans, drained and rinsed', '8 ounces shredded Pepper Jack cheese']",26.5g,3.50,4,Jerk Chicken Chili Recipe - Allrecipes.com
238,296kcal,25.3g,"&#34;This chili has great flavor with medium heat. It's best when made the day before, refrigerated overnight, and then reheated over medium heat until it begins to simmer again.&#34;",11.6g,"['1 pound beef top sirloin, diced', '1 pound pork butt, diced', '1 pinch Mexican-style seasoning (such as Tajin&#174; Clasico Seasoning), or more to taste', 'salt and ground black pepper to taste', '2 tablespoons olive oil', '1 large onion, chopped', '2 jalapeno peppers, seeded and minced', '3 cloves garlic, minced', '1 (14.5 ounce) can diced tomatoes with juice', '1 (12 fluid ounce) can or bottle lager-style beer', '1 (8 ounce) can tomato sauce', '1 cup diced roasted red peppers', '1 cup water', '1 (6 ounce) can tomato paste', '1/4 cup chili powder (such as Gebhardt&#174;)', '1 tablespoon Mexican-style seasoning (such as Tajin&#174; Clasico Seasoning)', '1 tablespoon ground cumin', '2 teaspoons garlic powder', '1 teaspoon salt', '1 teaspoon ground black pepper', '1/2 teaspoon cayenne pepper', '6 bay leaves', '1 (15 ounce) can chili beans, drained and rinsed (optional)']",22.5g,0.00,0,"Dave ""The Cooker's"" Chili Recipe - Allrecipes.com"
239,430kcal,42.1g,&#34;Given to me by a close friend and is pretty much amazing. Even better heated up the next day.&#34;,15.5g,"['2 tablespoons olive oil', '1 large onion, chopped', '1 green bell pepper, seeded and cut into squares', '1 red bell pepper, seeded and cut into squares', '2 cloves garlic, chopped', '1 cup chicken broth', '3 tablespoons chili powder', '1 tablespoon ground cumin', '1 1/2 teaspoons salt', '1/4 teaspoon ground black pepper', '3 (15 ounce) cans black beans, rinsed and drained', '3 (14.5 ounce) cans Mexican-style stewed tomatoes', '1 rotisserie chicken, meat removed and chopped', 'water, as needed']",32.8g,4.00,0,Mary's Chicken and Black Bean Chili Recipe - Allrecipes.com
240,353kcal,27.5g,"&#34;This chili earned its blue ribbon at a chili cook-off three years in a row! It is a mild, sweet chili, but it could always be spiced up with a little hot sauce. In Wisconsin, chili has macaroni noodles in it, which my husband thinks is the best part of this recipe. Enjoy! Add canned kidney beans with the macaroni, if desired.&#34;",14.7g,"['1 1/2 pounds lean ground beef', '1 stalk celery, chopped', '1/2 red bell pepper, chopped', '1 white onion, chopped', '1 (28 ounce) can diced tomatoes', '1 1/2 cups tomato juice', '2 cups water', '2 tablespoons chili powder', '2 tablespoons brown sugar', '6 cubes beef bouillon', '3/4 cup uncooked elbow macaroni']",26.3g,4.38,8,Wisconsin Blue Ribbon Chili Recipe - Allrecipes.com
241,307kcal,41.1g,"&#34;Garlic- and herb-seasoned pork loin is simmered with beans, potatoes, corn, and green chiles for a crowd-pleasing, warming bowl of chili.&#34;",9.9g,"['2 tablespoons olive oil', '1 Smithfield&#174; Garlic & Herb Seasoned Pork Loin Filet, cut into 1/2-inch cubes', '1 medium yellow onion, diced', '1 (32 ounce) carton no-salt-added chicken stock', '2 (15 ounce) cans Great Northern white beans', '1 pound Yukon Gold potatoes, diced', '1 (16 ounce) package frozen corn kernels', '2 (4 ounce) cans fire-roasted diced green chile peppers', '1 (14.75 ounce) can cream-style corn', '1 1/2 teaspoons salt', '1 teaspoon white pepper', '1 teaspoon minced garlic', '1 (16 ounce) container light sour cream', '2 tablespoons minced fresh cilantro']",17.4g,0.00,0,White Chili from Smithfield® Recipe - Allrecipes.com
242,399kcal,9.8g,"&#34;My grandmother used to care for the Masons. Mr. Mason was a pioneer in the roadside food industry. He owned cafes in Kansas, Oklahoma, Missouri, and Arkansas that served chili and apple pie. He kept his chili recipe secret for decades. He lived to be 107 years old, and my grandma finally got his recipe.&#34;",31.2g,"['1 pound ground beef', '1 tablespoon chili powder (such as Gebhardt&#174;)', '1 onion, chopped', '2 cloves garlic, chopped', '1 tablespoon ground cumin', '1 tablespoon dried oregano', '1 tablespoon tomato paste', '1 tablespoon unsweetened cocoa powder', '1 cup water, or as needed']",20.7g,3.67,5,Mr. Mason's Chili Recipe - Allrecipes.com
243,489kcal,4.9g,"&#34;This chili contains no onions, beans or tomatoes. It is even better the next day. Season to your tastes as it may be too spicy for you. You can also add pinto beans, sour cream and lime juice, if desired.&#34;",37g,"['3 pounds boneless beef chuck roast - cut into 1 inch cubes', '2 tablespoons olive oil', '3 cloves garlic, minced', '3 tablespoons chili powder', '2 teaspoons ground cumin', '3 tablespoons all-purpose flour', '1 tablespoon dried oregano', '2 (14 ounce) cans beef broth, divided', '1 teaspoon salt', '1/4 teaspoon ground black pepper']",33.1g,4.20,83,Real Texas Chili Recipe - Allrecipes.com
244,273kcal,30.3g,"&#34;Created from memory of a recipe I once used, this is the best chili I've ever made. It makes a hearty, healthy, and flavorful chili. Difficult to tell that beef was not used. Top as desired with cheese, sour cream, jalapenos, etc.&#34;",10.2g,"['3 tablespoons olive oil', '1 pound ground turkey', '3 cloves garlic, minced', '1 (14 ounce) can beef broth', '1 (28 ounce) can crushed tomatoes', '1 onion, chopped', '1 (15 ounce) can tomato paste', '1 (10 ounce) can diced tomatoes and green chiles (such as RO*TEL&#174;)', '1 (15 ounce) can black beans, rinsed and drained']",19.5g,0.00,0,Hill Country Turkey Chili with Beans Recipe - Allrecipes.com
245,384kcal,16.3g,"&#34;This recipe has been used by me for several years, but keeps getting changed just a bit every time depending on what is in the pantry and freezer.  If you prefer poultry instead of pork, substitute 1 pound ground chicken or turkey for the ground pork.&#34;",25g,"['1 pound ground pork', '2 tablespoons olive oil', '2 onions, chopped', '5 cloves garlic, chopped', '2 (4 ounce) cans diced green chiles', '2 teaspoons ground cumin', '1 teaspoon dried oregano', '4 cups chicken broth', '1 (14.5 ounce) can great Northern beans, rinsed and drained', '2 cups shredded Monterey Jack cheese']",23.4g,4.71,77,White Chili I Recipe - Allrecipes.com
246,489kcal,49.2g,"&#34;This is an old family recipe that my mom has cooked for 50 years. It's a  wonderful, 'stick-to-the-ribs' meal that goes wonderful with warm cornbread or rolls. I find that kids love this when they don't like regular 'spicy' chili. Enjoy!&#34;",22.4g,"['1 cup elbow macaroni', '1 pound ground beef', '1 small onion, chopped', '1 cup chopped celery', '1/2 large green bell pepper, chopped', '1 (15 ounce) can kidney beans, drained', '2 (10.75 ounce) cans  condensed tomato soup', '2 (14.5 ounce) cans diced tomatoes', '1/8 cup brown sugar', 'salt and pepper to taste']",22.1g,4.20,105,Gramma's Old Fashioned Chili Mac Recipe - Allrecipes.com
247,241kcal,26.1g,"&#34;Ready in less than 30 minutes, this gluten-free one-skillet dish is the perfect family dinner for busy weeknights.&#34;",4.6g,"['1 tablespoon oil', '1 pound boneless skinless chicken breasts, cut into 3/4-inch cubes', '1 (1 ounce) package McCormick&#174; Gluten-Free Chili Seasoning Mix', '1 (14.5 ounce) can diced tomatoes, undrained', '1 (16 ounce) can pinto beans, rinsed and drained (or substitute kidney beans)', '1 (11 ounce) can whole kernel corn, drained']",23.1g,5.00,2,Chicken and Corn Chili from McCormick® Recipe - Allrecipes.com
